,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,mrp per weight,visibility per mrp,mrp per year,Predictions
194,Regular,Snack Foods,51.2008,Small,Tier 2,Supermarket Type1,5.756132658797077,0.0015834351807003015,0.025549301397205588,915.9632533333335
195,Low Fat,Household,154.5972,Medium,Tier 3,Supermarket Type3,12.367776,0.00012790813158323696,0.07788272040302266,3902.298186666667
196,Regular,Fruits and Vegetables,219.0456,Small,Tier 1,Grocery Store,17.523648,0.0006986587906810271,0.1103504282115869,452.3223266666665
197,Regular,Snack Foods,191.882,Medium,Tier 2,Supermarket Type1,27.84934687953556,0.0007150232434517046,0.09560637767812656,3789.755793333334
198,Low Fat,Fruits and Vegetables,169.3474,Small,Tier 1,Supermarket Type1,10.421378461538461,0.00015197741447462435,0.08480090135202804,2767.13138
199,Low Fat,Frozen Foods,53.9298,Small,Tier 1,Grocery Store,4.314384,0.0013045627092998678,0.02716866498740554,208.8392666666667
200,Regular,Snack Foods,118.3782,Medium,Tier 3,Supermarket Type3,9.470256000000001,0.0003972731719184782,0.059636372795969776,2339.1329466666666
201,Low Fat,Soft Drinks,140.6154,Medium,Tier 2,Supermarket Type1,10.152736462093863,0.0002194463622049932,0.07023746253746253,1393.6081733333335
202,Low Fat,Snack Foods,189.1556,Medium,Tier 2,Supermarket Type1,11.292871641791045,0.00023949724988316497,0.0942479322371699,3013.832473333334
203,Low Fat,Canned,155.7972,Medium,Tier 2,Supermarket Type1,8.6554,0.00047074823552669754,0.07782077922077922,2996.4550933333335
204,Low Fat,Fruits and Vegetables,123.0414,Medium,Tier 3,Supermarket Type2,13.359543973941367,7.152462504490359e-05,0.06124509706321553,1403.4176266666664
205,Low Fat,Meat,118.1808,Small,Tier 1,Supermarket Type1,5.668143884892086,0.0003347624741074692,0.059179168753129695,1751.2537400000003
206,Low Fat,Fruits and Vegetables,245.0144,Medium,Tier 1,Supermarket Type1,24.50144,0.00015813743192236865,0.12256848424212106,4692.203306666665
207,Low Fat,Frozen Foods,82.825,Medium,Tier 2,Supermarket Type1,15.11405109489051,0.00018344283730757622,0.04126806178375685,2497.282639999999
208,Regular,Meat,195.611,Small,Tier 2,Supermarket Type1,10.16161038961039,0.00013841492042881024,0.09761027944111776,3408.5187133333325
209,Low Fat,Snack Foods,117.0124,Small,Tier 1,Supermarket Type1,6.324994594594594,0.00044498465119936005,0.05859409113670506,2031.28922
210,Regular,Canned,112.2202,Medium,Tier 3,Supermarket Type3,8.977616000000001,0.0010159517270509231,0.05653410579345088,3708.9498666666677
211,LF,Household,38.8848,Small,Tier 1,Grocery Store,3.1107839999999998,0.002871070984034893,0.019589319899244333,58.523819999999986
212,Regular,Meat,205.798,Medium,Tier 3,Supermarket Type2,13.108152866242039,4.26219982701484e-05,0.10243802887008462,3114.2129199999995
213,Regular,Canned,92.612,Medium,Tier 2,Supermarket Type1,4.573432098765432,0.0011154598540145985,0.046144494270054806,1416.001246666667
214,LF,Snack Foods,240.9222,High,Tier 3,Supermarket Type1,22.30761111111111,0.00012003544297702744,0.12124921992954202,4134.307293333332
215,Low Fat,Others,130.0284,Medium,Tier 2,Supermarket Type1,7.028562162162163,0.0002625326697859852,0.06478744394618835,2304.7776666666664
216,Regular,Meat,102.2674,Small,Tier 1,Grocery Store,8.181391999999999,0.000443870373158993,0.05152010075566751,242.35120000000006
217,Regular,Frozen Foods,244.9144,Medium,Tier 3,Supermarket Type3,19.593152,0.00019271997889874992,0.12338256926952142,6997.047553333334
218,Low Fat,Canned,154.2972,Small,Tier 1,Supermarket Type1,8.572066666666666,0.00047436259374765064,0.07726449674511768,2360.46074
219,Low Fat,Household,238.9248,Small,Tier 1,Supermarket Type1,22.75474285714286,4.7244693727900995e-05,0.11964186279419128,3520.839173333333
220,Low Fat,Hard Drinks,145.6128,Small,Tier 1,Grocery Store,11.649023999999999,0.000251547480715981,0.07335657430730479,326.1310333333332
221,Regular,Frozen Foods,141.1812,High,Tier 3,Supermarket Type1,10.084371428571428,0.0007441355647919128,0.07105244086562656,2410.7508333333335
222,Regular,Snack Foods,169.2132,Small,Tier 1,Supermarket Type1,10.847,0.0,0.08473370055082624,3258.3142333333335
223,Low Fat,Canned,178.3686,Small,Tier 2,Supermarket Type1,15.376603448275862,9.946618407051466e-05,0.0890062874251497,3630.4964333333332
224,Low Fat,Household,116.2176,Medium,Tier 2,Supermarket Type1,7.151852307692308,0.00033751818141142134,0.05805074925074925,1921.9870533333337
225,Low Fat,Starchy Foods,87.4172,Small,Tier 2,Supermarket Type1,4.264253658536585,0.0016217177969552903,0.04362135728542914,1111.6640666666665
226,Regular,Breads,226.4036,Medium,Tier 3,Supermarket Type2,44.965958291956305,0.0003543939407323911,0.11269467396714784,2943.1910933333334
227,Low Fat,Health and Hygiene,160.392,Small,Tier 1,Supermarket Type1,9.113181818181816,0.0005133178338071725,0.0803164747120681,2283.9603199999997
228,Low Fat,Snack Foods,259.8962,Small,Tier 1,Grocery Store,20.791696,0.0005236157319729954,0.13093007556675065,677.71782
229,Low Fat,Frozen Foods,96.9384,Medium,Tier 2,Supermarket Type1,11.168018433179723,9.166307675802366e-05,0.04830014947683109,1525.0814799999998
230,Low Fat,Snack Foods,255.2356,High,Tier 3,Supermarket Type1,14.58489142857143,0.0,0.1284527428283845,3499.400413333332
231,Low Fat,Starchy Foods,168.5158,Medium,Tier 3,Grocery Store,22.665205110961672,0.0008388290059448432,0.08434224224224225,418.6328466666667
232,Low Fat,Canned,95.2778,Small,Tier 2,Supermarket Type1,10.93889781859931,0.0012723577475550443,0.0475438123752495,1713.83578
233,Regular,Snack Foods,100.8358,Medium,Tier 2,Supermarket Type1,18.88310861423221,5.926442791151555e-05,0.05036753246753247,1548.0959666666663
234,Regular,Snack Foods,73.6038,Small,Tier 1,Supermarket Type1,6.882075736325386,0.00015522918653656468,0.036857185778668006,1343.739753333334
235,Regular,Breads,109.157,Medium,Tier 1,Supermarket Type1,7.375472972972973,0.00040273815696657107,0.05460580290145072,2019.5045600000005
236,Low Fat,Health and Hygiene,127.8994,Medium,Tier 2,Supermarket Type1,7.1055222222222225,0.00015243144221161318,0.06372665670154459,2223.816386666667
237,Low Fat,Household,117.215,Small,Tier 1,Supermarket Type1,9.647325102880659,0.0002518736936398925,0.05869554331497246,1997.7550933333332
238,Regular,Frozen Foods,244.2486,Small,Tier 1,Grocery Store,19.539888,0.0002569168707620023,0.12304715365239295,560.7811466666666
239,Regular,Starchy Foods,173.0738,Medium,Tier 2,Supermarket Type1,8.163858490566039,0.0,0.08623507722969606,3973.738526666668
240,Low Fat,Fruits and Vegetables,37.8506,Medium,Tier 3,Grocery Store,4.560313253012048,0.0015634085853328615,0.018944244244244245,103.64286666666666
241,Low Fat,Others,211.156,Medium,Tier 2,Supermarket Type1,23.306401766004413,4.6560675519521114e-05,0.10520976581963129,4418.2709933333335
242,reg,Snack Foods,142.2838,Medium,Tier 3,Grocery Store,27.92616290480864,0.001523452311507002,0.07121311311311312,332.6780666666666
243,Low Fat,Baking Goods,104.0622,Medium,Tier 2,Supermarket Type1,9.33293273542601,0.0005501966612276119,0.051849626307922274,1636.46982
244,Regular,Snack Foods,101.0358,Medium,Tier 3,Grocery Store,18.920561797752807,0.0,0.050568468468468464,280.85663333333326
245,Low Fat,Fruits and Vegetables,118.0466,Medium,Tier 2,Supermarket Type1,5.977043037974683,0.0003523939867814914,0.0588174389636273,2221.50828
246,Low Fat,Dairy,47.0718,High,Tier 3,Supermarket Type1,2.401622448979592,0.0005142514414150298,0.023689884247609462,631.37814
247,Low Fat,Household,38.1848,Medium,Tier 1,Supermarket Type1,3.5703412809724173,0.001672452677505185,0.019101950975487746,721.4830733333333
248,Regular,Frozen Foods,63.6194,Medium,Tier 3,Grocery Store,6.753651804670913,0.0011550689097979546,0.03184154154154154,141.97075333333333
249,Regular,Snack Foods,264.691,Medium,Tier 2,Supermarket Type1,19.60674074074074,0.00047596358773059914,0.1318839063278525,3809.1305733333334
250,Regular,Fruits and Vegetables,239.4564,Medium,Tier 2,Supermarket Type1,12.375007751937984,0.0002428880247092999,0.11960859140859141,4128.4926399999995
251,Low Fat,Snack Foods,175.037,Medium,Tier 3,Grocery Store,19.448555555555558,0.0006239475082411147,0.08760610610610611,514.4858533333334
252,Regular,Frozen Foods,83.1276,Small,Tier 1,Grocery Store,6.650208,0.0016624501489276727,0.04187788413098237,293.28490000000005
253,Low Fat,Snack Foods,104.4622,Medium,Tier 2,Supermarket Type1,5.034322891566265,7.271353657112334e-05,0.05204892874937718,1685.9831466666665
254,Low Fat,Snack Foods,227.2694,Medium,Tier 2,Supermarket Type1,15.151293333333333,0.0005260854738913378,0.11323836571998007,5018.223373333333
255,LF,Health and Hygiene,94.4094,Small,Tier 2,Supermarket Type1,5.2890420168067225,0.0001908770524968912,0.04711047904191617,1818.0556733333335
256,Low Fat,Soft Drinks,244.7486,Small,Tier 2,Supermarket Type1,31.337848911651733,0.00027555843424640627,0.12213003992015968,5260.41922
257,Regular,Dairy,152.2708,Medium,Tier 3,Supermarket Type3,12.181664000000001,5.411283056239279e-05,0.07671073047858942,3885.164933333333
258,Low Fat,Canned,74.567,Small,Tier 1,Supermarket Type1,6.162561983471074,0.00040403135435246155,0.03733950926389584,1284.6389066666673
259,Regular,Breads,44.0402,High,Tier 3,Supermarket Type1,2.5022840909090904,0.0003636301152129191,0.022164167086059384,689.2583533333335
260,Low Fat,Starchy Foods,181.7634,Medium,Tier 2,Supermarket Type1,12.983099999999999,0.00022845484294417912,0.09056472346786247,4340.106073333333
261,Low Fat,Household,141.4496,Medium,Tier 1,Supermarket Type1,9.367523178807948,0.0003953837409225618,0.07076018009004502,2070.9709
262,Regular,Snack Foods,158.5262,Medium,Tier 3,Supermarket Type2,10.932841379310345,0.0006156527059880323,0.07890801393728222,2462.1283999999996
263,Low Fat,Dairy,157.5288,Medium,Tier 3,Supermarket Type3,12.602303999999998,0.0011242847784024255,0.07935959697732997,3331.2637199999995
264,Regular,Canned,186.4924,Medium,Tier 1,Supermarket Type1,9.2095012345679,0.0,0.0932928464232116,3705.576479999999
265,Low Fat,Household,169.5474,Small,Tier 1,Supermarket Type1,18.8386,0.00011505133077829562,0.08490105157736605,3256.3834133333326
266,Low Fat,Health and Hygiene,177.6686,Medium,Tier 3,Supermarket Type2,15.056661016949151,0.0001290974094465764,0.08843633648581384,2431.8345
267,Low Fat,Household,182.8976,Medium,Tier 2,Supermarket Type1,9.03198024691358,0.0001427031300574748,0.09112984554060788,2927.1231199999997
268,Low Fat,Snack Foods,112.1544,Medium,Tier 1,Supermarket Type1,14.934007989347537,0.0009270651084576264,0.056105252626313155,1869.011566666667
269,Regular,Snack Foods,153.7972,Medium,Tier 3,Supermarket Type3,12.303776000000001,0.0005615249302328001,0.07747969773299748,4245.1851866666675
270,Low Fat,Snack Foods,213.256,Medium,Tier 2,Supermarket Type1,11.947114845938374,5.2982335784221787e-05,0.10625610363726956,3608.4806466666673
271,Low Fat,Household,115.6518,Medium,Tier 2,Supermarket Type1,12.708989010989011,0.00048024460492616635,0.057768131868131865,1938.8983733333334
272,Low Fat,Health and Hygiene,144.4102,Medium,Tier 3,Supermarket Type3,11.552816,0.000614366595988372,0.07275073047858942,3776.0181199999997
273,Low Fat,Household,148.3392,High,Tier 3,Supermarket Type1,25.227755102040817,0.0001676334306777979,0.07465485656768998,2420.183
274,Low Fat,Hard Drinks,45.906,Small,Tier 2,Supermarket Type1,3.0604,0.001396974099246286,0.022907185628742513,676.9854400000003
275,Low Fat,Fruits and Vegetables,79.0328,Small,Tier 2,Supermarket Type1,4.90886956521739,0.0012680041324614592,0.0394375249500998,1346.3585666666663
276,Low Fat,Snack Foods,178.237,Medium,Tier 1,Supermarket Type1,8.387623529411764,0.000873114190656261,0.08916308154077038,2158.079733333333
277,Regular,Fruits and Vegetables,65.7168,Medium,Tier 2,Supermarket Type1,3.1145402843601895,0.0024625741667275336,0.032825574425574426,756.7704733333335
278,Regular,Canned,115.1834,Small,Tier 1,Supermarket Type1,9.761305084745763,0.0014783683412713984,0.05767821732598899,1891.6931533333332
279,Regular,Snack Foods,132.8284,Medium,Tier 3,Supermarket Type2,8.76755115511551,9.270047670528292e-05,0.06611667496266799,2108.2335066666665
280,Low Fat,Dairy,94.812,Medium,Tier 3,Supermarket Type3,7.58496,0.0,0.04776423173803526,2336.9801933333333
281,Low Fat,Baking Goods,186.6924,Medium,Tier 3,Supermarket Type2,31.193383458646615,3.0475080935271067e-05,0.09292802389248382,2401.5849866666663
282,Low Fat,Household,153.4024,Medium,Tier 2,Supermarket Type1,16.802015334063526,0.00033989491037949866,0.07643368211260589,2161.874793333333
283,Regular,Canned,151.3024,Medium,Tier 1,Supermarket Type1,16.81137777777778,0.000334292304682543,0.07568904452226113,2562.309106666666
284,Regular,Frozen Foods,245.5144,Medium,Tier 3,Supermarket Type3,19.641151999999998,0.00019975060525981368,0.1236848362720403,7153.199846666667
285,Low Fat,Dairy,250.175,Medium,Tier 1,Supermarket Type1,14.0943661971831,0.00013912932547216947,0.12515007503751877,3159.331966666666
286,Regular,Breads,131.131,Small,Tier 1,Grocery Store,10.49048,0.0007274805957401377,0.0660609571788413,334.91959333333324
287,Low Fat,Fruits and Vegetables,90.4146,Medium,Tier 1,Supermarket Type1,12.343290102389076,0.0010344631398026426,0.04522991495747874,1436.8407866666666
288,Regular,Soft Drinks,56.4614,High,Tier 3,Supermarket Type1,4.666231404958678,0.0010825913987255011,0.028415400100654253,970.8695599999999
289,Regular,Snack Foods,54.864,Small,Tier 1,Supermarket Type1,3.9188571428571426,0.0,0.027473209814722083,1069.0306733333334
290,Low Fat,Snack Foods,42.2428,High,Tier 3,Supermarket Type1,3.287377431906615,0.0028791679055365648,0.02125958731756417,710.5417600000001
291,Low Fat,Soft Drinks,118.444,High,Tier 3,Supermarket Type1,15.719177173191772,0.0006899417277363141,0.05960946149974836,2179.873586666667
292,Low Fat,Others,105.228,Small,Tier 1,Supermarket Type1,6.435963302752293,0.00012702351085262478,0.052693039559339,1415.4908
293,Low Fat,Frozen Foods,84.025,Medium,Tier 3,Supermarket Type3,6.722,0.00017893522166022017,0.042329974811083124,2338.866626666667
294,Low Fat,Fruits and Vegetables,149.2366,Medium,Tier 3,Supermarket Type3,11.938928,0.0003990788050652454,0.0751821662468514,3989.051926666667
295,Low Fat,Household,194.511,High,Tier 3,Supermarket Type1,10.13078125,0.0003981422593066716,0.09789179667840966,2591.82624
296,Low Fat,Baking Goods,132.1284,Medium,Tier 2,Supermarket Type1,7.009464190981432,0.0004198243602435207,0.0659982017982018,2101.553313333333
297,Low Fat,Others,165.121,Medium,Tier 2,Supermarket Type1,11.387655172413794,0.00011818525202730119,0.08247802197802198,2799.422679999999
298,Regular,Fruits and Vegetables,144.4102,Medium,Tier 3,Grocery Store,22.35452012383901,0.0005698253308976789,0.07227737737737738,391.55697999999995
299,Low Fat,Soft Drinks,41.1138,Medium,Tier 3,Supermarket Type2,2.9055689045936393,0.000877810759404385,0.020464808362369337,469.58874
300,Low Fat,Household,244.746,Medium,Tier 3,Grocery Store,12.086222222222222,0.00040305451774492736,0.1224954954954955,1036.4508600000001
301,Low Fat,Soft Drinks,181.1634,Medium,Tier 2,Supermarket Type1,11.539070063694268,0.00020667921887091982,0.09026576980568012,3226.444606666666
302,Low Fat,Household,235.3616,Small,Tier 1,Supermarket Type1,11.622795061728395,0.0006285373952250494,0.11785758637956936,2873.2820933333337
303,LF,Baking Goods,105.028,Small,Tier 2,Supermarket Type1,10.940416666666668,0.0008087138477358419,0.05240918163672655,1859.401853333333
304,Low Fat,Fruits and Vegetables,91.683,Small,Tier 2,Supermarket Type1,4.472341463414635,0.0002246996280662718,0.045750000000000006,1236.634726666667
305,Regular,Meat,156.0946,Small,Tier 2,Supermarket Type1,12.639238866396763,0.0010150215830656536,0.07789151696606787,2643.2703866666666
306,Low Fat,Health and Hygiene,165.7842,Medium,Tier 3,Supermarket Type3,13.262736,0.0,0.0835184886649874,4105.056480000001
307,Low Fat,Household,99.17,Small,Tier 1,Supermarket Type1,6.296507936507937,0.001362032882928305,0.04965948923385078,1815.37028
308,Low Fat,Snack Foods,179.1318,High,Tier 3,Supermarket Type1,9.32978125,0.00019625944137221865,0.09015188726723704,3012.47868
309,Low Fat,Fruits and Vegetables,157.4262,Medium,Tier 3,Supermarket Type3,12.594096,9.216740288465327e-05,0.07930790931989924,4149.309986666666
310,Regular,Baking Goods,85.8856,High,Tier 3,Supermarket Type1,9.141628525811601,0.0011680117621580336,0.043223754403623554,1308.8296399999997
311,Low Fat,Household,221.4456,High,Tier 3,Supermarket Type1,12.16734065934066,0.00026381343770208123,0.11144720684448918,3281.4174933333325
312,Low Fat,Household,128.6336,Medium,Tier 3,Supermarket Type2,6.77018947368421,0.00021064712485695806,0.06402867098058736,1511.6545133333332
313,Regular,Dairy,125.8704,Medium,Tier 2,Supermarket Type1,26.195712799167538,0.00030120399236039606,0.06271569506726457,2156.7703266666667
314,Low Fat,Household,104.2964,Medium,Tier 2,Supermarket Type1,11.78490395480226,0.0001544691091926471,0.05196631788739412,1481.6935133333334
315,Regular,Snack Foods,82.9908,Medium,Tier 3,Supermarket Type2,7.123673819742488,0.0009176697176072529,0.04130950721752115,1123.00486
316,Low Fat,Snack Foods,236.8932,Medium,Tier 2,Supermarket Type1,25.214816391697713,0.0004404436049662886,0.11803348281016443,3798.12268
317,Low Fat,Fruits and Vegetables,185.1898,Small,Tier 1,Supermarket Type1,19.101578133058275,0.0007019717716634502,0.09273400100150225,3128.0171733333336
318,Regular,Frozen Foods,231.201,Medium,Tier 2,Supermarket Type1,12.363689839572192,0.0,0.11548501498501498,5070.66622
319,LF,Fruits and Vegetables,123.973,Medium,Tier 3,Supermarket Type2,5.974602409638554,0.0001955893863986513,0.06170881035340966,1879.6865599999999
320,Low Fat,Frozen Foods,100.4016,Medium,Tier 1,Supermarket Type1,11.293768278965128,5.461095241510095e-05,0.05022591295647824,1420.6840400000003
321,Low Fat,Health and Hygiene,119.8414,Medium,Tier 3,Supermarket Type2,9.511222222222221,0.0005371422980706167,0.05965226480836237,1906.6958466666667
